ClaimNumber,PolicyNumber, ClaimAmount ,LossDate,ReportDate
C906875,P102785,2385,1/28/2018,6/22/2018
C906876,P110209,6651,3/20/2018,6/23/2018
C906877,P108222,5311,5/29/2018,6/23/2018
C906878,P100300,12001,2/18/2018,6/23/2018
C906879,P108348,13488,5/9/2018,6/23/2018
C906880,P100737,4874,10/14/2017,6/23/2018
C906881,P107977,7917,3/14/2017,6/23/2018
C906882,P108302,15046,7/24/2017,6/23/2018
C906883,P109156,8441,3/25/2018,6/23/2018
C906884,P107919,4241,12/29/2017,6/24/2018
C906885,P105889,8651,3/13/2018,6/24/2018
C906886,P108238,6205,1/26/2018,6/24/2018
C906887,P106405,1800,9/2/2016,6/24/2018
C906888,P102785,2544,12/29/2017,6/24/2018
C906889,P109642,1201,9/1/2017,6/24/2018
C906890,P101562,138,12/10/2017,6/24/2018
C906891,P109956,2762,10/22/2017,6/24/2018
C906892,P102462,11726,6/12/2018,6/24/2018
C906893,P109802,10525,3/21/2018,6/24/2018
C906894,P108244,2519,9/27/2017,6/25/2018
C906895,P103740,4111,5/13/2016,6/25/2018
C906896,P110320,3769,3/19/2018,6/25/2018
C906897,P109603,1505,12/26/2017,6/25/2018
C906898,P103529,7566,2/12/2017,6/25/2018
C906899,P101855,5765,3/27/2018,6/25/2018
C906900,P102890,983,10/5/2017,6/26/2018
C906901,P106708,2678,4/27/2018,6/26/2018
C906902,P103421,163,6/12/2018,6/26/2018
C906903,P107343,8394,3/13/2018,6/26/2018
C906904,P108230,2304,1/6/2018,6/26/2018
C906905,P103248,10080,6/27/2015,6/27/2018
C906906,P100363,8033,6/9/2017,6/27/2018
C906907,P108063,859,4/18/2018,6/27/2018
C906908,P102685,1630,2/3/2016,6/27/2018
C906909,P101551,105,6/12/2017,6/27/2018
C906910,P106481,19225,5/8/2018,6/27/2018
C906911,P108610,12523,12/29/2017,6/27/2018
C906912,P107571,5617,9/4/2017,6/27/2018
C906913,P108608,1116,7/24/2017,6/28/2018
C906914,P110423,12695,5/3/2018,6/28/2018
C906915,P103372,1761,1/14/2017,6/28/2018
C906916,P108856,2910,1/7/2018,6/28/2018
C906917,P105338,749,2/9/2018,6/28/2018
C906918,P107891,4160,5/2/2018,6/28/2018
C906919,P100329,5005,4/27/2016,6/28/2018
C906920,P107444,1072,1/18/2018,6/29/2018
C906921,P109367,142,6/7/2018,6/29/2018
C906922,P105308,12110,12/16/2017,6/29/2018
C906923,P104518,21541,9/3/2017,6/29/2018
C906924,P105621,438,12/1/2017,6/29/2018
C906925,P102108,5818,6/23/2018,6/29/2018
C906926,P110181,4898,3/10/2018,6/29/2018
C906927,P109871,10495,7/12/2017,6/29/2018
C906928,P107006,5365,3/29/2018,6/29/2018
C906929,P105369,17544,3/24/2017,6/30/2018
C906930,P111846,15203,6/3/2018,6/30/2018
C906931,P108814,10655,7/16/2017,6/30/2018
C906932,P100710,172,1/25/2018,6/30/2018
C906933,P105492,5653,12/28/2016,6/30/2018
C906934,P108646,491,1/22/2018,7/1/2018
C906935,P100351,2623,6/3/2017,7/1/2018
C906936,P106018,4860,2/24/2016,7/1/2018
C906937,P106652,3751,4/26/2016,7/1/2018
C906938,P108043,3247,4/14/2018,7/1/2018
C906939,P102217,254,11/26/2015,7/1/2018
C906940,P108865,1866,3/17/2018,7/1/2018
C906941,P106933,9591,10/6/2017,7/1/2018
C906942,P106485,4968,6/4/2017,7/2/2018
C906943,P102437,2677,7/9/2016,7/2/2018
C906944,P103718,342,2/7/2016,7/2/2018
C906945,P100575,3774,6/3/2015,7/2/2018
C906946,P108802,1330,1/27/2017,7/2/2018
C906947,P108314,2083,5/28/2018,7/2/2018
C906948,P107492,7802,12/21/2017,7/2/2018
C906949,P109023,1375,3/11/2018,7/3/2018
C906950,P103959,277,11/23/2016,7/3/2018
C906951,P105252,5281,6/20/2017,7/3/2018
C906952,P105120,2241,6/2/2017,7/4/2018
C906953,P106904,5359,10/27/2017,7/4/2018
C906954,P108764,6819,11/20/2017,7/4/2018
C906955,P108530,4326,7/9/2017,7/4/2018
C906956,P100159,15180,2/1/2017,7/4/2018
C906957,P105599,12534,8/15/2016,7/5/2018
C906958,P102981,1367,3/10/2018,7/5/2018
C906959,P107868,4481,3/29/2018,7/5/2018
C906960,P105975,1516,6/17/2018,7/5/2018
C906961,P103771,5030,4/14/2015,7/5/2018
C906962,P106700,3729,7/26/2017,7/5/2018
C906963,P100081,828,4/1/2018,7/5/2018
C906964,P101590,1022,4/6/2018,7/6/2018
C906965,P104208,5428,5/13/2017,7/6/2018
C906966,P104534,2625,1/2/2017,7/6/2018
C906967,P102283,2309,3/21/2018,7/6/2018
C906968,P104081,724,6/16/2015,7/6/2018
C906969,P107057,2356,5/4/2018,7/7/2018
C906970,P110342,1379,6/25/2018,7/7/2018
C906971,P109921,11709,4/24/2018,7/7/2018
C906972,P106823,1569,3/15/2018,7/8/2018
C906973,P107345,14,11/22/2017,7/8/2018
C906974,P104425,6204,11/25/2017,7/8/2018
C906975,P108466,911,5/21/2018,7/8/2018
C906976,P108530,13472,10/22/2017,7/8/2018
C906977,P110940,1811,3/4/2018,7/8/2018
C906978,P108478,5533,3/11/2018,7/8/2018
C906979,P105136,2771,4/4/2017,7/8/2018
C906980,P108014,1400,3/26/2018,7/9/2018
C906981,P111536,268,5/17/2018,7/9/2018
C906982,P103830,9160,6/6/2016,7/9/2018
C906983,P103451,7291,7/9/2018,7/9/2018
C906984,P101500,13706,12/10/2017,7/9/2018
C906985,P106171,1944,1/3/2018,7/9/2018
C906986,P105577,3118,10/21/2017,7/9/2018
C906987,P107892,839,12/16/2017,7/10/2018
C906988,P105915,4287,3/20/2018,7/10/2018
C906989,P107412,668,10/12/2016,7/10/2018
C906990,P103182,5882,8/6/2017,7/10/2018
C906991,P107935,8617,3/29/2017,7/10/2018
C906992,P101625,689,5/12/2017,7/10/2018
C906993,P109842,39353,12/16/2017,7/10/2018
C906994,P101896,130,1/9/2018,7/10/2018
C906995,P101885,418,1/10/2016,7/10/2018
C906996,P108218,4863,4/22/2018,7/11/2018
C906997,P105847,2617,11/28/2016,7/11/2018
C906998,P104716,5215,2/18/2017,7/11/2018
C906999,P104828,2108,1/3/2018,7/11/2018
C907000,P107865,2532,7/28/2017,7/11/2018
C907001,P107894,3180,4/15/2018,7/11/2018
C907002,P106200,972,11/24/2016,7/11/2018
C907003,P102929,176,4/2/2016,7/11/2018
C907004,P110904,1245,4/14/2018,7/11/2018
C907005,P104795,8384,11/28/2017,7/11/2018
C907006,P103297,798,5/22/2018,7/11/2018
C907007,P102915,1200,12/6/2015,7/11/2018
C907008,P109232,495,6/3/2017,7/11/2018
C907009,P101595,5246,8/30/2015,7/12/2018
C907010,P101599,1999,12/17/2016,7/12/2018
C907011,P110867,18460,1/18/2018,7/12/2018
C907012,P102018,13399,2/17/2018,7/12/2018
C907013,P100287,1593,3/23/2014,7/12/2018
C907014,P106384,4093,1/7/2017,7/12/2018
C907015,P109661,2211,3/4/2018,7/12/2018
C907016,P107425,2328,1/13/2018,7/12/2018
C907017,P109407,11114,5/19/2018,7/12/2018
C907018,P102913,2738,5/25/2018,7/12/2018
C907019,P108864,11477,5/23/2018,7/13/2018
C907020,P106639,7675,1/17/2018,7/13/2018
C907021,P110274,1461,2/6/2018,7/13/2018
C907022,P106366,578,2/8/2017,7/13/2018
C907023,P103671,4474,1/14/2018,7/13/2018
C907024,P102530,300,5/12/2015,7/13/2018
C907025,P103916,1081,3/7/2018,7/13/2018
C907026,P104351,4127,3/5/2017,7/13/2018
C907027,P101897,9856,8/20/2016,7/13/2018
C907028,P110096,5714,7/13/2018,7/13/2018
C907029,P111370,11595,3/20/2018,7/13/2018
C907030,P104676,4154,11/6/2016,7/14/2018
C907031,P105801,4306,3/21/2017,7/14/2018
C907032,P107077,3465,3/20/2017,7/14/2018
C907033,P109386,10766,6/4/2018,7/14/2018
C907034,P102601,3458,4/14/2018,7/14/2018
C907035,P103411,781,1/24/2017,7/14/2018
C907036,P103932,5186,12/29/2014,7/14/2018
C907037,P110886,9173,12/21/2017,7/14/2018
C907038,P107844,1279,12/22/2016,7/14/2018
C907039,P105421,2633,4/8/2016,7/15/2018
C907040,P101814,4647,7/10/2018,7/15/2018
C907041,P108356,5592,3/3/2017,7/15/2018
C907042,P105507,8677,3/25/2018,7/15/2018
C907043,P104310,2279,6/12/2017,7/15/2018
C907044,P111238,62,6/26/2018,7/15/2018
C907045,P105156,8284,12/30/2017,7/15/2018
C907046,P109582,7,2/7/2018,7/15/2018
C907047,P110850,6475,2/10/2018,7/15/2018
C907048,P104836,2204,12/5/2016,7/16/2018
C907049,P107261,4402,6/12/2018,7/16/2018
C907050,P103078,16387,12/29/2017,7/16/2018
C907051,P101488,6649,1/24/2018,7/16/2018
C907052,P104501,3362,5/29/2016,7/16/2018
C907053,P104595,2384,11/27/2017,7/16/2018
C907054,P108280,4541,3/2/2018,7/16/2018
C907055,P111666,42173,5/3/2018,7/16/2018
C907056,P109919,10397,9/10/2017,7/17/2018
C907057,P103258,3259,10/11/2017,7/17/2018
C907058,P107667,7072,6/1/2018,7/17/2018
C907059,P106745,503,10/23/2017,7/17/2018
C907060,P100098,926,2/15/2018,7/17/2018
C907061,P106233,4986,6/18/2017,7/17/2018
C907062,P110523,8533,3/5/2018,7/17/2018
C907063,P110457,2385,2/17/2018,7/17/2018
C907064,P104208,6227,10/30/2016,7/17/2018
C907065,P108200,6341,11/19/2017,7/18/2018
C907066,P110716,5445,3/13/2018,7/18/2018
C907067,P110833,2640,12/30/2017,7/18/2018
C907068,P109672,2073,6/15/2018,7/18/2018
C907069,P106347,654,2/26/2018,7/18/2018
C907070,P107763,1397,3/14/2018,7/18/2018
C907071,P108913,4702,4/18/2018,7/18/2018
C907072,P102760,4374,3/31/2015,7/19/2018
C907073,P111471,46,5/20/2018,7/19/2018
C907074,P101384,500,5/16/2014,7/19/2018
C907075,P105584,854,6/3/2018,7/19/2018
C907076,P106770,1628,12/4/2017,7/19/2018
C907077,P107033,4887,5/4/2017,7/19/2018
C907078,P102544,1849,4/4/2018,7/19/2018
C907079,P105464,5052,1/7/2017,7/19/2018
C907080,P102968,8200,11/28/2016,7/20/2018
C907081,P106249,4395,5/18/2018,7/20/2018
C907082,P105680,8158,11/27/2016,7/20/2018
C907083,P106522,391,7/14/2018,7/20/2018
C907084,P102237,1020,10/8/2017,7/20/2018
C907085,P102141,5616,7/1/2017,7/20/2018
C907086,P108383,13116,7/29/2017,7/21/2018
C907087,P105816,483,1/24/2018,7/21/2018
C907088,P105866,4579,6/14/2018,7/21/2018
C907089,P104521,15726,1/28/2018,7/21/2018
C907090,P106452,3193,10/22/2017,7/21/2018
C907091,P102685,4002,7/31/2015,7/21/2018
C907092,P105237,4782,5/20/2018,7/21/2018
C907093,P102237,2043,5/26/2017,7/21/2018
C907094,P107423,5509,9/16/2017,7/21/2018
C907095,P105463,3919,1/4/2018,7/22/2018
C907096,P108543,2108,4/23/2017,7/22/2018
C907097,P105839,8619,5/14/2018,7/22/2018
C907098,P107357,1552,12/24/2017,7/22/2018
C907099,P100652,3066,7/16/2015,7/23/2018
C907100,P102758,4324,9/25/2017,7/23/2018
C907101,P107482,3240,10/18/2017,7/23/2018
C907102,P106742,14478,1/20/2018,7/23/2018
C907103,P108194,1453,1/9/2017,7/23/2018
C907104,P107382,6437,10/18/2017,7/23/2018
C907105,P104254,12603,4/20/2018,7/23/2018
C907106,P109073,15591,11/5/2017,7/23/2018
C907107,P104685,3983,2/25/2018,7/23/2018
C907108,P105307,2447,12/21/2017,7/24/2018
C907109,P106736,5979,3/9/2018,7/24/2018
C907110,P108464,1037,3/21/2018,7/24/2018
C907111,P105389,2820,10/28/2017,7/24/2018
C907112,P107640,12260,5/12/2017,7/24/2018
C907113,P101388,6500,4/21/2017,7/24/2018
C907114,P100235,6797,6/22/2018,7/24/2018
C907115,P107091,22,10/17/2017,7/24/2018
C907116,P109899,1967,5/29/2018,7/24/2018
C907117,P109645,1773,4/16/2018,7/24/2018
C907118,P107845,10629,12/8/2016,7/25/2018
C907119,P109234,11985,7/14/2018,7/25/2018
C907120,P111884,200,7/21/2018,7/25/2018
C907121,P105080,7953,6/25/2017,7/25/2018
C907122,P103988,913,3/22/2018,7/26/2018
C907123,P103959,3158,5/30/2018,7/26/2018
C907124,P105684,3504,11/14/2016,7/26/2018
C907125,P105182,2404,5/18/2018,7/27/2018
C907126,P104492,6260,12/1/2017,7/27/2018
C907127,P111130,1104,4/11/2018,7/27/2018
C907128,P105304,2822,5/23/2018,7/27/2018
C907129,P109994,663,6/11/2018,7/27/2018
C907130,P100842,3136,3/15/2016,7/28/2018
C907131,P100391,10488,2/13/2018,7/28/2018
C907132,P109230,503,12/23/2017,7/28/2018
C907133,P106996,227,12/21/2017,7/28/2018
C907134,P104916,5558,4/2/2018,7/28/2018
C907135,P104690,9810,2/21/2018,7/28/2018
C907136,P108082,8421,1/21/2017,7/28/2018
C907137,P103619,3521,6/6/2018,7/29/2018
C907138,P100117,416,2/10/2016,7/29/2018
C907139,P107599,10347,10/30/2016,7/29/2018
C907140,P109003,329,9/23/2017,7/29/2018
C907141,P100317,1478,12/25/2015,7/29/2018
C907142,P101026,3782,7/27/2017,7/29/2018
C907143,P105717,4112,5/3/2018,7/29/2018
C907144,P102392,2656,4/19/2016,7/30/2018
C907145,P106452,11685,12/7/2017,7/30/2018
C907146,P110774,8732,4/6/2018,7/30/2018
C907147,P110265,1021,11/26/2017,7/30/2018
C907148,P102041,1681,7/27/2017,7/30/2018
C907149,P111027,8569,4/3/2018,7/30/2018
C907150,P102488,596,6/21/2018,7/31/2018
C907151,P100210,5897,5/2/2018,7/31/2018
C907152,P101130,1056,2/20/2018,7/31/2018
C907153,P105696,630,3/27/2018,7/31/2018
C907154,P106227,12427,6/5/2018,8/1/2018
C907155,P100250,10977,9/21/2016,8/1/2018
C907156,P101112,1559,2/15/2018,8/1/2018
C907157,P105429,2468,8/28/2017,8/1/2018
C907158,P110368,1289,6/17/2018,8/1/2018
C907159,P101811,3450,8/29/2016,8/1/2018
C907160,P107932,4316,7/13/2018,8/1/2018
C907161,P109887,3904,1/22/2018,8/2/2018
C907162,P104701,12947,1/21/2016,8/2/2018
C907163,P106939,598,7/2/2018,8/2/2018
C907164,P108536,488,9/20/2017,8/2/2018
C907165,P101340,559,3/19/2018,8/2/2018
C907166,P102764,1652,6/25/2017,8/2/2018
C907167,P111167,213,7/14/2018,8/2/2018
C907168,P101545,343,6/7/2018,8/3/2018
C907169,P107137,3752,3/13/2018,8/3/2018
C907170,P107197,3525,4/28/2018,8/3/2018
C907171,P109632,6581,5/2/2018,8/3/2018
C907172,P103023,11395,12/16/2016,8/3/2018
C907173,P108393,1781,6/21/2018,8/3/2018
C907174,P102840,5112,10/23/2017,8/3/2018
C907175,P106776,25873,5/27/2018,8/4/2018
C907176,P104612,9734,6/4/2016,8/4/2018
C907177,P104450,12013,6/22/2017,8/4/2018
C907178,P104035,1705,6/29/2017,8/4/2018
C907179,P107397,263,12/5/2017,8/4/2018
C907180,P111455,1658,7/3/2018,8/4/2018
C907181,P103023,2561,5/8/2017,8/4/2018
C907182,P110478,857,12/17/2017,8/4/2018
C907183,P110170,12504,11/17/2017,8/5/2018
C907184,P105850,7721,6/28/2018,8/5/2018
C907185,P110773,1977,4/4/2018,8/5/2018
C907186,P111314,3263,5/15/2018,8/6/2018
C907187,P106466,12324,7/15/2018,8/6/2018
C907188,P102197,2947,6/19/2017,8/6/2018
C907189,P109455,9732,9/5/2017,8/6/2018
C907190,P107734,6411,4/20/2018,8/6/2018
C907191,P100363,5591,6/3/2018,8/7/2018
C907192,P108384,5845,1/15/2018,8/7/2018
C907193,P108170,5401,12/17/2017,8/7/2018
C907194,P110493,1431,4/1/2018,8/7/2018
C907195,P105004,2709,3/31/2018,8/7/2018
C907196,P108492,1201,6/5/2018,8/8/2018
C907197,P110008,2829,7/23/2017,8/8/2018
C907198,P106618,5458,12/26/2017,8/8/2018
C907199,P107217,3996,3/23/2018,8/8/2018
C907200,P106320,940,1/16/2017,8/8/2018
C907201,P105918,1720,4/15/2016,8/9/2018
C907202,P101665,9514,6/24/2017,8/9/2018
C907203,P103224,7049,6/2/2018,8/9/2018
C907204,P108555,544,8/11/2017,8/9/2018
C907205,P107497,11912,7/1/2018,8/9/2018
C907206,P108894,822,10/6/2017,8/9/2018
C907207,P111461,20918,3/24/2018,8/9/2018
C907208,P105555,12800,6/11/2018,8/9/2018
C907209,P107508,2352,7/17/2018,8/9/2018
C907210,P100725,1911,10/26/2017,8/10/2018
C907211,P109809,3176,4/11/2018,8/10/2018
C907212,P100351,1128,2/7/2018,8/10/2018
C907213,P106931,7252,4/28/2017,8/10/2018
C907214,P109093,6157,3/19/2018,8/10/2018
C907215,P109151,286,6/13/2017,8/11/2018
C907216,P108178,5443,7/8/2018,8/11/2018
C907217,P103747,5029,8/30/2016,8/11/2018
C907218,P110546,1287,4/5/2018,8/11/2018
C907219,P110896,338,12/15/2017,8/12/2018
C907220,P101958,7601,11/13/2016,8/12/2018
C907221,P100704,2199,6/22/2014,8/12/2018
C907222,P101666,3936,4/9/2018,8/12/2018
C907223,P105891,1649,7/31/2016,8/13/2018
C907224,P105841,1045,7/28/2016,8/13/2018
C907225,P107486,6644,5/31/2018,8/13/2018
C907226,P108357,5174,9/1/2017,8/13/2018
C907227,P111409,1769,4/7/2018,8/13/2018
C907228,P106654,1827,4/23/2018,8/13/2018
C907229,P100609,4581,8/8/2018,8/13/2018
C907230,P105376,11140,12/30/2015,8/13/2018
C907231,P110338,8695,4/14/2018,8/13/2018
C907232,P107150,4294,5/19/2018,8/13/2018
C907233,P101789,4395,7/28/2018,8/13/2018
C907234,P111629,14904,4/15/2018,8/14/2018
C907235,P101668,1414,3/19/2018,8/14/2018
C907236,P104988,14939,7/4/2018,8/15/2018
C907237,P100237,5132,12/3/2017,8/15/2018
C907238,P111206,5886,5/2/2018,8/15/2018
C907239,P102025,7050,7/6/2015,8/15/2018
C907240,P102955,217,8/8/2018,8/15/2018
C907241,P101970,3552,6/9/2017,8/15/2018
C907242,P106986,8277,5/18/2016,8/15/2018
C907243,P106633,10996,10/1/2017,8/16/2018
C907244,P101728,3898,7/16/2014,8/16/2018
C907245,P108051,3357,3/7/2018,8/16/2018
C907246,P109833,6524,7/26/2018,8/16/2018
C907247,P109178,13844,11/25/2017,8/16/2018
C907248,P104267,1637,10/1/2017,8/16/2018
C907249,P103271,802,7/30/2018,8/16/2018
C907250,P100972,1246,2/21/2018,8/16/2018
C907251,P105831,4599,11/9/2016,8/17/2018
C907252,P107466,6378,5/10/2018,8/17/2018
C907253,P109188,18818,8/14/2018,8/17/2018
C907254,P107542,2762,2/19/2018,8/17/2018
C907255,P104311,2733,9/30/2017,8/18/2018
C907256,P109052,1104,11/6/2017,8/18/2018
C907257,P105244,3456,3/20/2018,8/18/2018
C907258,P110463,1521,12/23/2017,8/18/2018
C907259,P103180,3124,3/9/2018,8/18/2018
C907260,P110288,9771,8/2/2018,8/18/2018
C907261,P109838,4369,5/27/2018,8/19/2018
C907262,P108785,4442,11/14/2017,8/19/2018
C907263,P105807,2147,1/4/2017,8/19/2018
C907264,P101928,2272,5/2/2015,8/19/2018
C907265,P109477,248,6/2/2018,8/19/2018
C907266,P107745,6415,8/12/2017,8/19/2018
C907267,P100142,190,8/4/2018,8/19/2018
C907268,P104766,3639,8/3/2017,8/19/2018
C907269,P110265,741,6/6/2018,8/19/2018
C907270,P101862,2974,5/30/2016,8/20/2018
C907271,P106346,4127,6/28/2016,8/20/2018
C907272,P105567,7611,4/19/2018,8/20/2018
C907273,P102783,2325,3/5/2018,8/20/2018
C907274,P107895,1290,10/31/2017,8/20/2018
C907275,P110742,3947,2/15/2018,8/20/2018
C907276,P101119,322,6/30/2018,8/20/2018
C907277,P109787,2076,2/24/2018,8/21/2018
C907278,P103284,1459,3/5/2017,8/21/2018
C907279,P106150,1138,4/15/2018,8/21/2018
C907280,P110956,798,8/1/2018,8/21/2018
C907281,P101014,16407,11/21/2016,8/21/2018
C907282,P110426,3592,8/11/2018,8/22/2018
C907283,P103025,10910,2/12/2017,8/22/2018
C907284,P107230,2732,5/26/2018,8/22/2018
C907285,P110160,4614,9/22/2017,8/22/2018
C907286,P110212,2158,4/27/2018,8/22/2018
C907287,P105572,2617,9/30/2017,8/22/2018
C907288,P101609,11158,11/24/2016,8/22/2018
C907289,P106660,4377,8/23/2017,8/22/2018
C907290,P101484,9489,2/13/2018,8/22/2018
C907291,P101388,2717,5/1/2017,8/22/2018
C907292,P106770,5,7/24/2018,8/22/2018
C907293,P104372,5217,5/17/2018,8/22/2018
C907294,P110112,4648,7/21/2018,8/22/2018
C907295,P105780,4218,5/3/2018,8/23/2018
C907296,P109432,2086,9/9/2017,8/23/2018
C907297,P100525,10040,1/24/2015,8/23/2018
C907298,P102687,2015,3/29/2017,8/23/2018
C907299,P102615,1990,9/17/2017,8/23/2018
C907300,P109744,5750,9/8/2017,8/23/2018
C907301,P107656,2742,1/13/2017,8/23/2018
C907302,P102426,4193,2/28/2017,8/23/2018
C907303,P104425,10270,7/31/2017,8/23/2018
C907304,P110507,22930,5/20/2018,8/24/2018
C907305,P109189,6783,4/17/2018,8/24/2018
C907306,P109089,6400,1/11/2018,8/24/2018
C907307,P102992,474,10/31/2017,8/24/2018
C907308,P109695,4465,11/17/2017,8/24/2018
C907309,P103181,1336,7/13/2017,8/24/2018
C907310,P100123,4245,6/25/2018,8/24/2018
C907311,P109905,3230,4/24/2018,8/24/2018
C907312,P105411,787,5/18/2017,8/24/2018
C907313,P104968,752,6/1/2018,8/25/2018
C907314,P102892,14819,2/7/2018,8/25/2018
C907315,P110792,375,5/8/2018,8/25/2018
C907316,P107154,2961,6/4/2017,8/25/2018
C907317,P103728,2995,10/13/2017,8/25/2018
C907318,P107947,1627,7/24/2018,8/25/2018
C907319,P108977,10954,7/25/2017,8/25/2018
C907320,P107843,3420,4/21/2018,8/26/2018
C907321,P101644,8671,12/2/2017,8/26/2018
C907322,P107369,34708,3/15/2017,8/26/2018
C907323,P110243,16481,7/15/2018,8/26/2018
C907324,P104588,492,11/20/2017,8/26/2018
C907325,P110619,4765,4/30/2018,8/26/2018
C907326,P104080,5877,5/26/2015,8/27/2018
C907327,P110205,6793,7/10/2018,8/27/2018
C907328,P106741,12283,10/29/2017,8/27/2018
C907329,P104721,3194,3/9/2018,8/27/2018
C907330,P101755,15090,7/11/2016,8/27/2018
C907331,P102716,1855,7/11/2016,8/27/2018
C907332,P105793,18257,8/6/2018,8/27/2018
C907333,P108975,4634,3/12/2017,8/28/2018
C907334,P101390,7542,4/2/2018,8/28/2018
C907335,P109242,5491,2/12/2018,8/28/2018
C907336,P103881,2830,7/10/2016,8/28/2018
C907337,P100779,1674,7/9/2016,8/29/2018
C907338,P111178,910,5/11/2018,8/29/2018
C907339,P100153,40943,2/15/2017,8/29/2018
C907340,P104371,21566,3/23/2018,8/29/2018
C907341,P109302,17926,6/8/2018,8/29/2018
C907342,P101233,1611,7/29/2017,8/29/2018
C907343,P107350,1487,12/15/2017,8/30/2018
C907344,P111533,1752,6/8/2018,8/30/2018
C907345,P104698,6528,6/30/2018,8/30/2018
C907346,P100320,9755,9/7/2017,8/31/2018
C907347,P108298,222,11/28/2017,8/31/2018
C907348,P104026,650,12/23/2017,8/31/2018
C907349,P109544,3936,2/12/2018,8/31/2018
C907350,P106505,5700,8/24/2018,8/31/2018
C907351,P106711,1441,8/22/2016,8/31/2018
C907352,P106808,5290,2/12/2018,8/31/2018
C907353,P104329,1133,2/10/2018,8/31/2018
C907354,P104812,692,5/21/2018,8/31/2018
C907355,P105620,1486,8/2/2018,8/31/2018
C907356,P101217,6392,5/5/2018,9/1/2018
C907357,P108659,4454,5/24/2018,9/1/2018
C907358,P105127,487,9/1/2018,9/1/2018
C907359,P105515,2072,1/10/2017,9/1/2018
C907360,P101484,15646,1/31/2018,9/1/2018
C907361,P110504,2784,6/12/2018,9/1/2018
C907362,P100550,2781,1/2/2018,9/2/2018
C907363,P104996,966,7/28/2018,9/2/2018
C907364,P108654,6924,8/13/2017,9/2/2018
C907365,P105939,6615,8/13/2018,9/2/2018
C907366,P105660,1024,2/13/2016,9/2/2018
C907367,P106812,8751,7/5/2018,9/2/2018
C907368,P111372,5521,3/21/2018,9/2/2018
C907369,P111125,4209,7/23/2018,9/3/2018
C907370,P108501,10194,8/22/2018,9/3/2018
C907371,P108535,1116,8/18/2018,9/3/2018
C907372,P103915,5151,7/15/2017,9/3/2018
C907373,P100062,5384,1/21/2017,9/3/2018
C907374,P104055,4153,6/17/2017,9/3/2018
C907375,P105749,234,7/3/2018,9/4/2018
C907376,P111421,1924,4/7/2018,9/4/2018
C907377,P108051,2261,6/21/2018,9/4/2018
C907378,P103389,445,10/31/2016,9/4/2018
C907379,P101951,398,3/15/2018,9/4/2018
C907380,P104588,2088,4/28/2018,9/4/2018
C907381,P111328,587,8/31/2018,9/4/2018
C907382,P103490,733,7/20/2018,9/5/2018
C907383,P109588,5875,9/10/2017,9/5/2018
C907384,P101310,2448,5/4/2018,9/5/2018
C907385,P103637,168,9/25/2016,9/5/2018
C907386,P108889,2448,3/10/2018,9/5/2018
C907387,P103189,21541,8/19/2018,9/5/2018
C907388,P105367,242,12/21/2016,9/5/2018
C907389,P104276,790,8/19/2017,9/5/2018
C907390,P106775,6036,12/23/2016,9/5/2018
C907391,P106047,2945,8/25/2018,9/6/2018
C907392,P101802,1304,6/12/2017,9/6/2018
C907393,P106924,1564,9/7/2017,9/6/2018
C907394,P102030,2367,11/24/2017,9/6/2018
C907395,P102556,3750,3/16/2015,9/6/2018
C907396,P100063,13215,4/28/2018,9/6/2018
C907397,P104793,1041,2/1/2018,9/7/2018
C907398,P105392,20866,12/18/2017,9/7/2018
C907399,P108241,1857,2/8/2018,9/7/2018
C907400,P107370,1232,11/25/2017,9/7/2018
C907401,P103906,297,8/17/2018,9/7/2018
C907402,P110986,6124,2/24/2018,9/8/2018
C907403,P108177,6902,8/26/2018,9/8/2018
C907404,P101150,4271,7/24/2017,9/8/2018
C907405,P110392,466,9/17/2017,9/8/2018
C907406,P109668,3564,6/22/2018,9/8/2018
C907407,P103864,3954,2/18/2016,9/8/2018
C907408,P105267,792,8/5/2017,9/8/2018
C907409,P100134,713,1/4/2018,9/8/2018
C907410,P103637,2140,9/14/2017,9/8/2018
C907411,P110955,1242,2/16/2018,9/9/2018
C907412,P110373,8873,5/15/2018,9/9/2018
C907413,P108142,119,3/1/2018,9/9/2018
C907414,P104092,13987,5/8/2018,9/9/2018
C907415,P107744,643,7/27/2018,9/9/2018
C907416,P109827,2301,8/5/2017,9/9/2018
C907417,P109197,3441,8/16/2017,9/9/2018
C907418,P108454,551,2/6/2018,9/9/2018
C907419,P106836,10914,11/30/2017,9/9/2018
C907420,P106576,5085,3/22/2018,9/9/2018
C907421,P109753,7792,8/15/2018,9/9/2018
C907422,P105038,667,7/22/2017,9/10/2018
C907423,P103123,4335,1/2/2015,9/10/2018
C907424,P107644,3101,5/3/2018,9/10/2018
C907425,P102111,1637,11/26/2017,9/10/2018
C907426,P107221,1505,3/10/2018,9/10/2018
C907427,P107814,10070,2/21/2018,9/11/2018
C907428,P110952,679,8/8/2018,9/11/2018
C907429,P109366,5044,3/10/2018,9/11/2018
C907430,P107434,606,4/15/2018,9/11/2018
C907431,P102062,9139,5/10/2016,9/11/2018
C907432,P105459,19058,5/27/2017,9/11/2018
C907433,P105052,4149,9/6/2018,9/11/2018
C907434,P109926,5132,7/30/2017,9/12/2018
C907435,P110235,353,2/5/2018,9/12/2018
C907436,P102397,12863,8/20/2017,9/12/2018
