PolicyNumber,PolicyStartDate,DrivingFrequency,County
P104233,11/18/2017,Low,Orange
P106340,11/18/2017,High,Ventura
P106342,11/18/2017,High,Los Angeles
P106343,11/18/2017,High,Los Angeles
P106344,11/18/2017,High,Los Angeles
P106345,11/18/2017,High,Riverside
P106346,11/18/2017,High,San Bernadino
P106347,11/18/2017,High,Orange
P106348,11/18/2017,High,Orange
P108521,11/18/2017,High,Riverside
P108522,11/18/2017,High,Los Angeles
P108524,11/18/2017,High,Ventura
P108527,11/18/2017,High,Los Angeles
P110841,11/18/2017,Low,San Bernadino
P110842,11/18/2017,Low,Los Angeles
P110843,11/18/2017,Low,Ventura
P104238,11/19/2017,Low,Los Angeles
P104244,11/19/2017,Low,Riverside
P106350,11/19/2017,High,Los Angeles
P106351,11/19/2017,High,Los Angeles
P108529,11/19/2017,High,San Bernadino
P108530,11/19/2017,High,Orange
P108531,11/19/2017,High,Riverside
P110844,11/19/2017,Low,Orange
P110845,11/19/2017,Low,San Bernadino
P110846,11/19/2017,Low,Orange
P110847,11/19/2017,Low,Los Angeles
P110848,11/19/2017,Low,Ventura
P110849,11/19/2017,Low,Orange
P110850,11/19/2017,Low,Riverside
P110851,11/19/2017,Low,San Bernadino
P110852,11/19/2017,Low,San Bernadino
P104251,11/20/2017,Low,Los Angeles
P104252,11/20/2017,Low,San Bernadino
P104253,11/20/2017,Low,Ventura
P104254,11/20/2017,Low,Riverside
P104255,11/20/2017,Low,Orange
P104257,11/20/2017,Low,Ventura
P106354,11/20/2017,High,San Bernadino
P108532,11/20/2017,High,Ventura
P108533,11/20/2017,High,San Bernadino
P108534,11/20/2017,High,Orange
P108535,11/20/2017,High,Riverside
P108536,11/20/2017,High,Riverside
P108537,11/20/2017,High,San Bernadino
P108538,11/20/2017,High,Ventura
P108539,11/20/2017,High,San Bernadino
P108540,11/20/2017,High,Los Angeles
P110853,11/20/2017,Low,Riverside
P110854,11/20/2017,Low,Los Angeles
P110855,11/20/2017,Low,Ventura
P110856,11/20/2017,Low,Riverside
P110857,11/20/2017,Low,Ventura
P110858,11/20/2017,Low,Los Angeles
P110859,11/20/2017,Low,Ventura
P110860,11/20/2017,Low,Los Angeles
P110861,11/20/2017,Low,Riverside
P104259,11/21/2017,Low,Los Angeles
P104260,11/21/2017,Low,Los Angeles
P104262,11/21/2017,Low,San Bernadino
P104264,11/21/2017,Low,San Bernadino
P104266,11/21/2017,Low,San Bernadino
P104267,11/21/2017,Low,Los Angeles
P104268,11/21/2017,Low,Ventura
P106357,11/21/2017,High,Los Angeles
P108542,11/21/2017,High,San Bernadino
P108545,11/21/2017,High,Riverside
P108546,11/21/2017,High,Ventura
P108547,11/21/2017,High,San Bernadino
P110862,11/21/2017,Low,Riverside
P110863,11/21/2017,Low,Riverside
P110864,11/21/2017,Low,Orange
P110865,11/21/2017,Low,San Bernadino
P104272,11/22/2017,Low,Riverside
P104274,11/22/2017,Low,San Bernadino
P104276,11/22/2017,Low,Riverside
P104279,11/22/2017,Low,Ventura
P104280,11/22/2017,Low,Los Angeles
P104281,11/22/2017,Low,Los Angeles
P104283,11/22/2017,Low,San Bernadino
P104284,11/22/2017,Low,Los Angeles
P106359,11/22/2017,High,Riverside
P108548,11/22/2017,High,Los Angeles
P108549,11/22/2017,High,Riverside
P108550,11/22/2017,High,Los Angeles
P108551,11/22/2017,High,Orange
P110866,11/22/2017,Low,Los Angeles
P110867,11/22/2017,Low,Los Angeles
P110868,11/22/2017,Low,San Bernadino
P110869,11/22/2017,Low,Riverside
P110870,11/22/2017,Low,Orange
P110871,11/22/2017,Low,San Bernadino
P110872,11/22/2017,Low,San Bernadino
P104287,11/23/2017,Low,Orange
P104292,11/23/2017,Low,Orange
P104294,11/23/2017,Low,Los Angeles
P104295,11/23/2017,Low,Orange
P104296,11/23/2017,Low,Ventura
P104299,11/23/2017,Low,Riverside
P108553,11/23/2017,High,Riverside
P108554,11/23/2017,High,Los Angeles
P110873,11/23/2017,Low,San Bernadino
P110874,11/23/2017,Low,Orange
P110875,11/23/2017,Low,Orange
P110876,11/23/2017,Low,Los Angeles
P110877,11/23/2017,Low,Orange
P110878,11/23/2017,Low,Los Angeles
P104300,11/24/2017,Low,Los Angeles
P104306,11/24/2017,Low,Riverside
P104310,11/24/2017,Low,Los Angeles
P104311,11/24/2017,Low,Ventura
P106362,11/24/2017,High,San Bernadino
P106364,11/24/2017,High,Los Angeles
P108555,11/24/2017,High,Los Angeles
P108556,11/24/2017,High,Riverside
P108557,11/24/2017,High,Los Angeles
P108558,11/24/2017,High,San Bernadino
P108559,11/24/2017,High,Los Angeles
P110879,11/24/2017,Low,Ventura
P110880,11/24/2017,Low,Los Angeles
P110881,11/24/2017,Low,Riverside
P110882,11/24/2017,Low,Ventura
P104312,11/25/2017,Low,San Bernadino
P104313,11/25/2017,Low,Riverside
P104316,11/25/2017,Low,Orange
P104319,11/25/2017,Low,Ventura
P104322,11/25/2017,Low,Riverside
P106365,11/25/2017,High,Orange
P108560,11/25/2017,High,Riverside
P108562,11/25/2017,High,Orange
P108564,11/25/2017,High,Ventura
P108565,11/25/2017,High,Ventura
P110883,11/25/2017,Low,San Bernadino
P110884,11/25/2017,Low,Los Angeles
P110885,11/25/2017,Low,Ventura
P110886,11/25/2017,Low,San Bernadino
P110887,11/25/2017,Low,Los Angeles
P104328,11/26/2017,Low,Los Angeles
P104329,11/26/2017,Low,San Bernadino
P104331,11/26/2017,Low,Orange
P104342,11/26/2017,Low,Los Angeles
P106366,11/26/2017,High,Los Angeles
P106367,11/26/2017,High,Los Angeles
P108567,11/26/2017,High,San Bernadino
P108568,11/26/2017,High,San Bernadino
P108569,11/26/2017,High,San Bernadino
P108570,11/26/2017,High,Los Angeles
P110888,11/26/2017,Low,San Bernadino
P110889,11/26/2017,Low,Riverside
P110890,11/26/2017,Low,Riverside
P110891,11/26/2017,Low,Riverside
P110892,11/26/2017,Low,San Bernadino
P110893,11/26/2017,Low,Ventura
P104345,11/27/2017,Low,Orange
P104347,11/27/2017,Low,Los Angeles
P104350,11/27/2017,Low,Los Angeles
P104352,11/27/2017,Low,San Bernadino
P104353,11/27/2017,Low,Riverside
P104355,11/27/2017,Low,Riverside
P104356,11/27/2017,Low,Riverside
P104357,11/27/2017,Low,Ventura
P104358,11/27/2017,Low,Los Angeles
P106372,11/27/2017,High,San Bernadino
P108571,11/27/2017,High,San Bernadino
P108572,11/27/2017,High,Riverside
P108575,11/27/2017,High,San Bernadino
P108577,11/27/2017,High,Riverside
P108578,11/27/2017,High,San Bernadino
P108579,11/27/2017,High,Riverside
P108580,11/27/2017,High,San Bernadino
P110894,11/27/2017,Low,Ventura
P110895,11/27/2017,Low,San Bernadino
P110896,11/27/2017,Low,Riverside
P110897,11/27/2017,Low,Ventura
P110898,11/27/2017,Low,Riverside
P110899,11/27/2017,Low,Los Angeles
P110900,11/27/2017,Low,Orange
P110901,11/27/2017,Low,San Bernadino
P110902,11/27/2017,Low,Orange
P110903,11/27/2017,Low,Los Angeles
P110904,11/27/2017,Low,Ventura
P110905,11/27/2017,Low,Orange
P104360,11/28/2017,Low,Riverside
P104364,11/28/2017,Low,Los Angeles
P104365,11/28/2017,Low,Riverside
P104368,11/28/2017,Low,Ventura
P104371,11/28/2017,Low,Riverside
P104372,11/28/2017,Low,Los Angeles
P104373,11/28/2017,Low,Los Angeles
P106374,11/28/2017,High,Los Angeles
P108581,11/28/2017,High,Los Angeles
P108582,11/28/2017,High,Riverside
P108585,11/28/2017,High,Orange
P110906,11/28/2017,Low,Ventura
P110907,11/28/2017,Low,San Bernadino
P110908,11/28/2017,Low,Ventura
P110909,11/28/2017,Low,Ventura
P110910,11/28/2017,Low,Los Angeles
P110911,11/28/2017,Low,Los Angeles
P110912,11/28/2017,Low,San Bernadino
P110913,11/28/2017,Low,Riverside
P110914,11/28/2017,Low,San Bernadino
P110915,11/28/2017,Low,Orange
P104379,11/29/2017,Low,Los Angeles
P104380,11/29/2017,Low,Ventura
P104385,11/29/2017,Low,Ventura
P104387,11/29/2017,Low,Riverside
P106377,11/29/2017,High,Ventura
P106379,11/29/2017,High,Riverside
P108587,11/29/2017,High,San Bernadino
P108589,11/29/2017,High,Riverside
P110916,11/29/2017,Low,Orange
P110917,11/29/2017,Low,San Bernadino
P110918,11/29/2017,Low,Los Angeles
P110919,11/29/2017,Low,Los Angeles
P110920,11/29/2017,Low,San Bernadino
P110921,11/29/2017,Low,Los Angeles
P110922,11/29/2017,Low,Los Angeles
P110923,11/29/2017,Low,Orange
P110924,11/29/2017,Low,Riverside
P110925,11/29/2017,Low,Ventura
P110926,11/29/2017,Low,Ventura
P104391,11/30/2017,Low,Los Angeles
P104393,11/30/2017,Low,Los Angeles
P104395,11/30/2017,Low,Los Angeles
P104396,11/30/2017,Low,Orange
P104397,11/30/2017,Low,Los Angeles
P104400,11/30/2017,Low,Los Angeles
P104401,11/30/2017,Low,Los Angeles
P104402,11/30/2017,Low,Riverside
P104403,11/30/2017,Low,Los Angeles
P104405,11/30/2017,Low,Los Angeles
P104406,11/30/2017,Low,Orange
P106380,11/30/2017,High,Ventura
P106381,11/30/2017,High,San Bernadino
P108591,11/30/2017,High,Los Angeles
P108593,11/30/2017,High,Riverside
P108594,11/30/2017,High,Los Angeles
P110927,11/30/2017,Low,Los Angeles
P110928,11/30/2017,Low,Orange
P110929,11/30/2017,Low,Los Angeles
P110930,11/30/2017,Low,Ventura
P110931,11/30/2017,Low,Riverside
P110932,11/30/2017,Low,Orange
P104409,12/1/2017,Low,Los Angeles
P104410,12/1/2017,Low,Riverside
P104411,12/1/2017,Low,San Bernadino
P104412,12/1/2017,Low,San Bernadino
P104417,12/1/2017,Low,San Bernadino
P104418,12/1/2017,Low,Los Angeles
P106383,12/1/2017,High,Riverside
P106385,12/1/2017,High,San Bernadino
P106386,12/1/2017,High,Los Angeles
P106388,12/1/2017,High,San Bernadino
P108598,12/1/2017,High,Los Angeles
P108599,12/1/2017,High,Riverside
P108600,12/1/2017,High,Los Angeles
P108601,12/1/2017,High,Los Angeles
P110933,12/1/2017,Low,Riverside
P110934,12/1/2017,Low,San Bernadino
P110935,12/1/2017,Low,Riverside
P110936,12/1/2017,Low,Los Angeles
P110937,12/1/2017,Low,San Bernadino
P104419,12/2/2017,Low,Ventura
P104421,12/2/2017,Low,San Bernadino
P104422,12/2/2017,Low,Los Angeles
P104423,12/2/2017,Low,Los Angeles
P104424,12/2/2017,Low,Orange
P104425,12/2/2017,Low,Ventura
P104427,12/2/2017,Low,Ventura
P104431,12/2/2017,Low,Los Angeles
P106390,12/2/2017,High,Ventura
P108602,12/2/2017,High,Orange
P108603,12/2/2017,High,Los Angeles
P108605,12/2/2017,High,Ventura
P108606,12/2/2017,High,Ventura
P108607,12/2/2017,High,Ventura
P110938,12/2/2017,Low,Orange
P110939,12/2/2017,Low,Ventura
P110940,12/2/2017,Low,Riverside
P110941,12/2/2017,Low,Orange
P110942,12/2/2017,Low,San Bernadino
P110943,12/2/2017,Low,San Bernadino
P104432,12/3/2017,Low,Ventura
P104438,12/3/2017,Low,San Bernadino
P104443,12/3/2017,Low,Los Angeles
P104444,12/3/2017,Low,Orange
P106392,12/3/2017,High,Ventura
P106393,12/3/2017,High,Ventura
P106394,12/3/2017,High,San Bernadino
P106395,12/3/2017,High,Riverside
P108608,12/3/2017,High,Los Angeles
P108610,12/3/2017,High,Riverside
P108611,12/3/2017,High,Ventura
P108612,12/3/2017,High,Ventura
P108613,12/3/2017,High,Ventura
P110944,12/3/2017,Low,San Bernadino
P110945,12/3/2017,Low,San Bernadino
P110946,12/3/2017,Low,Ventura
P110947,12/3/2017,Low,Orange
P110948,12/3/2017,Low,Orange
P110949,12/3/2017,Low,San Bernadino
P110950,12/3/2017,Low,Ventura
P110951,12/3/2017,Low,Los Angeles
P110952,12/3/2017,Low,Orange
P110953,12/3/2017,Low,Los Angeles
P104447,12/4/2017,Low,Los Angeles
P104448,12/4/2017,Low,San Bernadino
P104450,12/4/2017,Low,Ventura
P104451,12/4/2017,Low,Ventura
P104453,12/4/2017,Low,San Bernadino
P104456,12/4/2017,Low,Riverside
P106397,12/4/2017,High,San Bernadino
P106398,12/4/2017,High,Los Angeles
P106400,12/4/2017,High,Ventura
P108614,12/4/2017,High,Ventura
P108615,12/4/2017,High,Los Angeles
P108616,12/4/2017,High,Los Angeles
P108617,12/4/2017,High,Los Angeles
P108618,12/4/2017,High,San Bernadino
P108620,12/4/2017,High,San Bernadino
P110954,12/4/2017,Low,Orange
P110955,12/4/2017,Low,Los Angeles
P110956,12/4/2017,Low,San Bernadino
P110957,12/4/2017,Low,San Bernadino
P110958,12/4/2017,Low,Ventura
P110959,12/4/2017,Low,Orange
P110960,12/4/2017,Low,Los Angeles
P110961,12/4/2017,Low,San Bernadino
P110962,12/4/2017,Low,San Bernadino
P104464,12/5/2017,Low,Los Angeles
P104467,12/5/2017,Low,Los Angeles
P104468,12/5/2017,Low,Riverside
P104471,12/5/2017,Low,Los Angeles
P104472,12/5/2017,Low,Ventura
P104473,12/5/2017,Low,San Bernadino
P104474,12/5/2017,Low,San Bernadino
P104475,12/5/2017,Low,Los Angeles
P106401,12/5/2017,High,San Bernadino
P106402,12/5/2017,High,San Bernadino
P106404,12/5/2017,High,Ventura
P108622,12/5/2017,High,Orange
P108623,12/5/2017,High,Los Angeles
P108624,12/5/2017,High,Los Angeles
P108625,12/5/2017,High,Los Angeles
P110963,12/5/2017,Low,San Bernadino
P110964,12/5/2017,Low,Orange
P110965,12/5/2017,Low,Los Angeles
P104478,12/6/2017,Low,Riverside
P104481,12/6/2017,Low,Los Angeles
P104484,12/6/2017,High,San Bernadino
P104485,12/6/2017,Medium,Orange
P106408,12/6/2017,High,Orange
P106410,12/6/2017,High,San Bernadino
P106411,12/6/2017,High,Los Angeles
P108627,12/6/2017,High,Los Angeles
P108628,12/6/2017,High,Riverside
P108629,12/6/2017,High,Orange
P110966,12/6/2017,Low,Orange
P110967,12/6/2017,Low,Riverside
P110968,12/6/2017,Low,Riverside
P110969,12/6/2017,Low,Ventura
P110970,12/6/2017,Low,Los Angeles
P110971,12/6/2017,Low,San Bernadino
P110972,12/6/2017,Low,Los Angeles
P110973,12/6/2017,Low,Ventura
P110974,12/6/2017,Low,Riverside
P104492,12/7/2017,Medium,Los Angeles
P106415,12/7/2017,High,Orange
P108631,12/7/2017,High,Riverside
P108632,12/7/2017,High,Ventura
P108633,12/7/2017,High,San Bernadino
P108634,12/7/2017,High,Ventura
P110975,12/7/2017,Low,Orange
P110976,12/7/2017,Low,Ventura
P110977,12/7/2017,Low,Ventura
P104493,12/8/2017,Medium,Ventura
P104495,12/8/2017,Medium,Los Angeles
P104498,12/8/2017,Medium,San Bernadino
P104499,12/8/2017,Medium,San Bernadino
P104500,12/8/2017,High,Riverside
P104502,12/8/2017,High,San Bernadino
P104504,12/8/2017,High,Los Angeles
P104510,12/8/2017,High,Los Angeles
P106417,12/8/2017,Medium,Los Angeles
P106419,12/8/2017,Medium,Riverside
P108636,12/8/2017,High,San Bernadino
P108637,12/8/2017,High,Ventura
P110978,12/8/2017,Low,Los Angeles
P110979,12/8/2017,Low,Riverside
P110980,12/8/2017,Low,Orange
P110981,12/8/2017,Low,Ventura
P110982,12/8/2017,Low,San Bernadino
P110983,12/8/2017,Low,Orange
P110984,12/8/2017,Low,Ventura
P110985,12/8/2017,Low,San Bernadino
P104512,12/9/2017,High,San Bernadino
P104514,12/9/2017,High,Riverside
P104517,12/9/2017,High,Los Angeles
P104519,12/9/2017,High,San Bernadino
P104521,12/9/2017,High,Los Angeles
P104522,12/9/2017,High,San Bernadino
P104525,12/9/2017,High,Los Angeles
P104528,12/9/2017,High,Los Angeles
P104529,12/9/2017,High,San Bernadino
P104530,12/9/2017,High,Los Angeles
P104533,12/9/2017,High,Los Angeles
P106420,12/9/2017,Medium,Riverside
P106421,12/9/2017,Medium,Orange
P106422,12/9/2017,High,Los Angeles
P106424,12/9/2017,Low,Ventura
P106425,12/9/2017,Low,Los Angeles
P106426,12/9/2017,Low,Orange
P108641,12/9/2017,High,Orange
P110986,12/9/2017,Low,San Bernadino
P110987,12/9/2017,Low,Los Angeles
P110988,12/9/2017,Low,Ventura
P110989,12/9/2017,Medium,Los Angeles
P110990,12/9/2017,High,Los Angeles
P110991,12/9/2017,Low,Riverside
P104534,12/10/2017,High,Orange
P104535,12/10/2017,High,Los Angeles
P104542,12/10/2017,High,San Bernadino
P104546,12/10/2017,High,Los Angeles
P106427,12/10/2017,Low,Orange
P106428,12/10/2017,High,Los Angeles
P108643,12/10/2017,High,Riverside
P108644,12/10/2017,Medium,Orange
P108646,12/10/2017,High,Ventura
P110992,12/10/2017,Medium,Los Angeles
P110993,12/10/2017,Low,Los Angeles
P110994,12/10/2017,Low,San Bernadino
P110995,12/10/2017,Low,Ventura
P104551,12/11/2017,High,Los Angeles
P104553,12/11/2017,High,Los Angeles
P104554,12/11/2017,High,Los Angeles
P104558,12/11/2017,High,Los Angeles
P106431,12/11/2017,High,Ventura
P108647,12/11/2017,Medium,Los Angeles
P108650,12/11/2017,High,Orange
P108651,12/11/2017,High,Los Angeles
P108652,12/11/2017,High,San Bernadino
P108654,12/11/2017,High,Ventura
P108655,12/11/2017,High,Riverside
P108656,12/11/2017,High,Los Angeles
P110996,12/11/2017,Medium,Ventura
P110997,12/11/2017,Medium,Orange
P110998,12/11/2017,Medium,Ventura
P110999,12/11/2017,Low,Los Angeles
P111000,12/11/2017,Medium,Ventura
P111001,12/11/2017,Medium,Orange
P111002,12/11/2017,High,Los Angeles
P104563,12/12/2017,High,San Bernadino
P104564,12/12/2017,High,Los Angeles
P104567,12/12/2017,High,Los Angeles
P104568,12/12/2017,High,Riverside
P104570,12/12/2017,High,Los Angeles
P104572,12/12/2017,High,Ventura
P104575,12/12/2017,High,San Bernadino
P106432,12/12/2017,High,Ventura
P108657,12/12/2017,Medium,Ventura
P108658,12/12/2017,High,Ventura
P108659,12/12/2017,Medium,San Bernadino
P108660,12/12/2017,Medium,San Bernadino
P108661,12/12/2017,High,Riverside
P108663,12/12/2017,High,San Bernadino
P108664,12/12/2017,Medium,Orange
P111003,12/12/2017,High,Ventura
P111004,12/12/2017,High,Los Angeles
P111005,12/12/2017,High,Ventura
P111006,12/12/2017,High,Riverside
P111007,12/12/2017,High,Los Angeles
P111008,12/12/2017,High,Orange
P111009,12/12/2017,High,Los Angeles
P104583,12/13/2017,High,Riverside
P104588,12/13/2017,High,Los Angeles
P104592,12/13/2017,High,Orange
P104593,12/13/2017,High,San Bernadino
P106434,12/13/2017,High,Los Angeles
P106435,12/13/2017,High,Los Angeles
P106436,12/13/2017,High,Ventura
P108666,12/13/2017,Medium,San Bernadino
P108667,12/13/2017,Medium,Los Angeles
P108668,12/13/2017,Medium,Ventura
P111010,12/13/2017,High,San Bernadino
P111011,12/13/2017,High,Ventura
P111012,12/13/2017,High,San Bernadino
P111013,12/13/2017,High,Riverside
P111014,12/13/2017,High,Riverside
P111015,12/13/2017,High,Los Angeles
P111016,12/13/2017,High,Ventura
P111017,12/13/2017,High,Los Angeles
P104594,12/14/2017,High,Riverside
P104595,12/14/2017,High,Los Angeles
P104604,12/14/2017,High,Ventura
P104607,12/14/2017,High,Riverside
P108669,12/14/2017,Medium,Los Angeles
P108673,12/14/2017,Medium,Los Angeles
P108674,12/14/2017,Medium,Riverside
P111018,12/14/2017,High,Orange
P111019,12/14/2017,High,Los Angeles
P111020,12/14/2017,High,Ventura
P111021,12/14/2017,High,San Bernadino
P111022,12/14/2017,High,Ventura
P111023,12/14/2017,High,Riverside
P104610,12/15/2017,High,Ventura
P104613,12/15/2017,High,Ventura
P104614,12/15/2017,High,Orange
P106440,12/15/2017,High,Los Angeles
P106442,12/15/2017,High,Los Angeles
P106443,12/15/2017,High,San Bernadino
P106445,12/15/2017,High,Los Angeles
P108676,12/15/2017,Medium,Los Angeles
P108677,12/15/2017,Medium,Ventura
P108678,12/15/2017,Medium,Los Angeles
P108681,12/15/2017,Medium,Los Angeles
P108684,12/15/2017,Medium,Ventura
P111024,12/15/2017,High,Los Angeles
P111025,12/15/2017,High,Ventura
P111026,12/15/2017,High,Ventura
P111027,12/15/2017,High,San Bernadino
P111028,12/15/2017,High,San Bernadino
P111029,12/15/2017,High,Riverside
P104629,12/16/2017,High,Riverside
P106448,12/16/2017,High,Los Angeles
P106449,12/16/2017,High,Los Angeles
P106450,12/16/2017,High,Los Angeles
P106452,12/16/2017,High,Los Angeles
P106454,12/16/2017,High,Riverside
P108685,12/16/2017,Medium,San Bernadino
P108686,12/16/2017,Medium,San Bernadino
P108687,12/16/2017,Medium,Riverside
P111030,12/16/2017,High,San Bernadino
P111031,12/16/2017,High,Riverside
P104635,12/17/2017,High,Orange
P104636,12/17/2017,High,Ventura
P104643,12/17/2017,High,Riverside
P104646,12/17/2017,High,Los Angeles
P104648,12/17/2017,High,Los Angeles
P106456,12/17/2017,High,Orange
P106458,12/17/2017,High,Los Angeles
P108688,12/17/2017,Medium,Orange
P108690,12/17/2017,Medium,Ventura
P108691,12/17/2017,Medium,Orange
P108692,12/17/2017,Medium,Ventura
P108693,12/17/2017,Medium,Los Angeles
P108694,12/17/2017,Medium,Los Angeles
P108695,12/17/2017,Medium,Orange
P108696,12/17/2017,Medium,Los Angeles
P108697,12/17/2017,Medium,Los Angeles
P108698,12/17/2017,Medium,San Bernadino
P111032,12/17/2017,High,Ventura
P111033,12/17/2017,High,Los Angeles
P111034,12/17/2017,High,Los Angeles
P111035,12/17/2017,High,Los Angeles
P111036,12/17/2017,High,San Bernadino
P111037,12/17/2017,High,San Bernadino
P111038,12/17/2017,High,San Bernadino
P111039,12/17/2017,High,Los Angeles
P111040,12/17/2017,High,San Bernadino
P111041,12/17/2017,High,Riverside
P104649,12/18/2017,High,Ventura
P104654,12/18/2017,High,Riverside
P104657,12/18/2017,High,Riverside
P104660,12/18/2017,High,Riverside
P104662,12/18/2017,High,San Bernadino
P104663,12/18/2017,High,Los Angeles
P104664,12/18/2017,High,Los Angeles
P104666,12/18/2017,High,Los Angeles
P104668,12/18/2017,High,Riverside
P108699,12/18/2017,Medium,Riverside
P108700,12/18/2017,Medium,Ventura
P108704,12/18/2017,Medium,San Bernadino
P108705,12/18/2017,Medium,San Bernadino
P111042,12/18/2017,High,Ventura
P111043,12/18/2017,High,Orange
P111044,12/18/2017,High,Ventura
P104671,12/19/2017,High,Los Angeles
P104673,12/19/2017,High,Los Angeles
P104678,12/19/2017,High,Ventura
P104682,12/19/2017,High,Ventura
P104684,12/19/2017,High,San Bernadino
P104685,12/19/2017,High,San Bernadino
P106464,12/19/2017,High,Los Angeles
P106466,12/19/2017,High,San Bernadino
P106469,12/19/2017,High,Ventura
P108708,12/19/2017,Medium,Los Angeles
P108710,12/19/2017,Medium,San Bernadino
P108711,12/19/2017,Low,Orange
P111045,12/19/2017,High,Los Angeles
P111046,12/19/2017,High,Los Angeles
P111047,12/19/2017,High,San Bernadino
P104687,12/20/2017,High,Orange
P104690,12/20/2017,High,Los Angeles
P104692,12/20/2017,High,Ventura
P104694,12/20/2017,High,Ventura
P104698,12/20/2017,High,Los Angeles
P106470,12/20/2017,High,San Bernadino
P106471,12/20/2017,High,Orange
P106472,12/20/2017,High,Los Angeles
P106473,12/20/2017,High,Los Angeles
P108712,12/20/2017,Low,Ventura
P108713,12/20/2017,Low,Ventura
P108714,12/20/2017,Low,Ventura
P108715,12/20/2017,Low,San Bernadino
P108716,12/20/2017,Low,Orange
P108717,12/20/2017,Low,Ventura
P108718,12/20/2017,Low,Los Angeles
P111048,12/20/2017,High,Ventura
P111049,12/20/2017,High,Los Angeles
P111050,12/20/2017,Medium,San Bernadino
P111051,12/20/2017,Medium,Los Angeles
P111052,12/20/2017,Medium,Ventura
P104700,12/21/2017,High,Riverside
P104702,12/21/2017,High,Riverside
P104703,12/21/2017,High,Riverside
P104704,12/21/2017,High,Los Angeles
P104706,12/21/2017,High,Los Angeles
P104708,12/21/2017,High,Los Angeles
P104709,12/21/2017,High,Los Angeles
P104712,12/21/2017,High,San Bernadino
P104713,12/21/2017,High,Orange
P106476,12/21/2017,High,San Bernadino
P106478,12/21/2017,High,Ventura
P106479,12/21/2017,High,Los Angeles
P108720,12/21/2017,High,Los Angeles
P108723,12/21/2017,High,Orange
P108726,12/21/2017,Low,Riverside
P108727,12/21/2017,High,San Bernadino
P108728,12/21/2017,Low,Ventura
P111053,12/21/2017,Medium,Riverside
P111054,12/21/2017,Medium,Riverside
P111055,12/21/2017,Medium,Ventura
P111056,12/21/2017,Medium,Orange
P111057,12/21/2017,Medium,Ventura
P111058,12/21/2017,Medium,Riverside
P104716,12/22/2017,High,Ventura
P104719,12/22/2017,High,San Bernadino
P104721,12/22/2017,High,Los Angeles
P104724,12/22/2017,High,San Bernadino
P106481,12/22/2017,High,San Bernadino
P106482,12/22/2017,High,San Bernadino
P106484,12/22/2017,High,San Bernadino
P106485,12/22/2017,High,Los Angeles
P106486,12/22/2017,High,San Bernadino
P108733,12/22/2017,Low,Los Angeles
P108735,12/22/2017,High,Riverside
P108736,12/22/2017,Low,Ventura
P108737,12/22/2017,Low,Orange
P108738,12/22/2017,Low,San Bernadino
P108739,12/22/2017,Low,Riverside
P108740,12/22/2017,Low,San Bernadino
P111059,12/22/2017,Medium,Los Angeles
P111060,12/22/2017,Medium,Riverside
P111061,12/22/2017,Medium,San Bernadino
P111062,12/22/2017,Medium,San Bernadino
P111063,12/22/2017,Medium,San Bernadino
P111064,12/22/2017,Medium,San Bernadino
P104729,12/23/2017,High,San Bernadino
P104735,12/23/2017,High,Los Angeles
P104736,12/23/2017,High,San Bernadino
P104739,12/23/2017,High,Orange
P104740,12/23/2017,High,Riverside
P104741,12/23/2017,High,San Bernadino
P104742,12/23/2017,High,San Bernadino
P104743,12/23/2017,High,San Bernadino
P106488,12/23/2017,High,San Bernadino
P108742,12/23/2017,Low,Los Angeles
P108743,12/23/2017,Medium,Orange
P108744,12/23/2017,Medium,Riverside
P108745,12/23/2017,High,San Bernadino
P108746,12/23/2017,Medium,Orange
P108747,12/23/2017,Low,Los Angeles
P108748,12/23/2017,Low,Riverside
P111065,12/23/2017,Medium,Riverside
P111066,12/23/2017,Medium,Riverside
P111067,12/23/2017,Medium,San Bernadino
P111068,12/23/2017,Medium,Ventura
P111069,12/23/2017,Medium,San Bernadino
P111070,12/23/2017,Medium,Los Angeles
P111071,12/23/2017,Medium,Riverside
P111072,12/23/2017,Medium,Ventura
P111073,12/23/2017,Medium,San Bernadino
P104744,12/24/2017,High,Los Angeles
P104752,12/24/2017,High,Ventura
P108749,12/24/2017,Low,Ventura
P108751,12/24/2017,Low,Orange
P108753,12/24/2017,Low,Los Angeles
P111074,12/24/2017,Medium,Riverside
P111075,12/24/2017,Medium,Ventura
P111076,12/24/2017,Medium,Ventura
P111077,12/24/2017,Medium,Los Angeles
P111078,12/24/2017,Medium,San Bernadino
P111079,12/24/2017,Medium,Ventura
P111080,12/24/2017,Medium,Los Angeles
P104754,12/25/2017,High,Riverside
P104758,12/25/2017,High,Orange
P104760,12/25/2017,High,Los Angeles
P104761,12/25/2017,High,Orange
P106490,12/25/2017,High,Riverside
P106491,12/25/2017,High,Riverside
P106492,12/25/2017,High,Los Angeles
P106494,12/25/2017,High,San Bernadino
P106495,12/25/2017,High,Los Angeles
P108754,12/25/2017,Low,Riverside
P108755,12/25/2017,High,Los Angeles
P108756,12/25/2017,Medium,Los Angeles
P111081,12/25/2017,Medium,Ventura
P111082,12/25/2017,Medium,Orange
P111083,12/25/2017,Medium,Ventura
P111084,12/25/2017,Medium,Riverside
P111085,12/25/2017,Medium,Los Angeles
P111086,12/25/2017,Medium,Los Angeles
